ID,Text,Aspects,TokenCount
1087,wow. sounds like Santa Cruz county got Chernobyled. Good luck with getting help from the incoming Trump admin on EPA /environmental stds/monitoring for anything.,Trump admin,20
1088,Great news. EV builders may now focus more on the Euopean market. Europeans will eventually need significantly less oil... not a bad prospect either.,Europeans,17
1089,CLEAN ENERGY GUYZ. Except in times of war storage of waste and natural disasters. Then it's world wrecking energy I guess. SHILL SHILL SHILL.,CLEAN ENERGY,17
1090,Only going to get worse with EPA gutting and nationals parks being sold off. But hey at least Appalachia didn’t overwhelmingly vote for this.,Appalachia;EPA;nationals parks,13
1091,BTW if this outrages you and you aren't also a proponent of nuke you really need to re-evaluate your positions on clean energy.,nuke,11
1092,Invest $500MM into two CCGT plants and that will probably help shut down the nearest coal plant... which was already going to happen.,CCGT plants;coal plant,14
1093,Gtfo the democrats won't do it for climate change either never have. The best thing we can do is band together and protest.,democrats;protest,11
1094,Where I come from Climate Change was taught to us in Science classes its crazy that this topic was prohibited in American schools,American schools;Science classes,12
1095,"""A cool guide to EV trucks"" Only 3 out of 6 are trucks and one of those is a joke of a vehicle",A cool guide to EV trucks,10
1096,I really love how Mel Gibson voted for climate change to harm others and as a consequence climate change burned down his house.,Mel Gibson,14
1097,USA/Trump: We'll look into whether or not I believe in climate change or whether it affects my businesses too much we'll see.,businesses;climate change,12
1098,Well the US will be producing enough coal to supply the world so everyone should shut down their coal plants right ?,US;coal plants,12
1099,I support this but many environmentalists are also against nuclear energy while nuclear energy is the best solution to this problem,environmentalists,11
1100,That's because the population has more than doubled in that time and not enough people are vegan ! [Climate Change and Veganism],population;vegan,9
1101,Clean energy costs money. If India is to attract businesses sourcing from China clean energy is going to make it expensive.,India;businesses,14
1102,Fun fact: hydroelectric power in the form of dams have a higher casualty number than nuclear energy. Just use thorium lol,hydroelectric power,14
1103,China is obv moving away from coal. It is making a. Massive move to nuclear energy. Every should know that.,China,12
1104,Yes climate change forgot to fill the fire hydrants prepare the reservoirs and clear the dry brush. It's so mean.,climate change,13
